Activity_Type,Movement_Speed_ms,Crowd_Density,Temperature_C,Pilgrim_Age_Group,Pilgrim_Experience,Time_of_Day,Time_Spent_min,Pilgrim_Group_Size,Phone_Battery_Pct,Risk_Level
Prayer,0.047,High,44.5,40_to_60,First-Time,Noon,11.1,19,42,High
Sai,1.251,Low,41.7,Under_40,First-Time,Fajr,47.5,12,59,Low
Prayer,0.031,High,43.2,40_to_60,Experienced,Night,15.5,7,58,Medium
Walking,1.087,High,45.1,Above_60,Experienced,Afternoon,19.1,33,40,Medium
Tawaf,0.651,High,42.5,Under_40,First-Time,Night,84.1,50,47,Medium
Tawaf,0.465,High,45.1,40_to_60,First-Time,Maghrib,34.2,50,36,Medium
Tawaf,0.715,High,40.7,Under_40,First-Time,Night,62.8,14,93,Low
Tawaf,0.544,High,46.8,Above_60,Experienced,Night,55.0,27,96,Medium
Resting,0.052,Low,40.0,40_to_60,First-Time,Night,118.9,43,64,Low
Walking,0.554,Medium,39.3,Under_40,First-Time,Morning,9.7,30,98,Low
Walking,0.99,High,40.1,Under_40,First-Time,Fajr,14.2,45,98,Low
Tawaf,0.733,High,38.1,Above_60,First-Time,Afternoon,32.0,11,74,Medium
Walking,1.065,Medium,45.0,Under_40,First-Time,Morning,27.9,10,84,Low
Walking,0.959,Medium,35.7,40_to_60,Experienced,Night,20.6,33,95,Low
Sai,0.899,Medium,40.3,40_to_60,First-Time,Night,71.5,27,78,Low
Prayer,0.009,Medium,43.3,40_to_60,Experienced,Morning,11.0,16,91,Low
Prayer,0.035,Medium,42.0,40_to_60,Experienced,Morning,12.0,24,24,Low
Walking,1.098,High,41.8,Above_60,First-Time,Afternoon,24.8,45,30,Medium
Walking,1.173,Low,41.4,40_to_60,Experienced,Maghrib,18.7,9,23,Low
Tawaf,0.421,High,42.7,Under_40,First-Time,Afternoon,41.9,21,22,Medium
Prayer,0.076,High,38.0,40_to_60,First-Time,Noon,21.0,29,34,Medium
Walking,0.902,Low,40.1,Above_60,Experienced,Noon,29.2,8,91,Low
Walking,0.522,Medium,41.0,Above_60,First-Time,Afternoon,7.6,22,87,Low
Resting,0.163,High,43.8,40_to_60,First-Time,Maghrib,116.9,33,40,Medium
Walking,1.064,Low,45.8,40_to_60,First-Time,Morning,24.4,40,83,Low
Sai,0.993,Medium,41.5,Above_60,First-Time,Noon,51.5,49,46,Low
Tawaf,0.749,Medium,44.9,Above_60,First-Time,Noon,78.9,41,28,High
Walking,0.665,Low,42.4,40_to_60,First-Time,Noon,23.6,9,95,Medium
Tawaf,0.338,High,41.7,Above_60,First-Time,Maghrib,64.4,18,37,Medium
Walking,0.612,High,45.1,40_to_60,Experienced,Noon,24.4,5,74,Low
Resting,0.251,Low,36.2,Above_60,Experienced,Night,29.8,20,38,Low
Walking,0.792,Medium,43.8,Above_60,First-Time,Noon,23.0,10,67,Medium
Prayer,0.08,High,39.3,40_to_60,First-Time,Afternoon,22.8,28,54,Medium
Walking,0.872,Medium,46.2,Above_60,First-Time,Maghrib,12.1,20,13,Medium
Prayer,0.048,High,39.4,40_to_60,First-Time,Afternoon,23.8,28,96,Medium
Walking,1.065,Low,40.8,40_to_60,First-Time,Noon,22.0,17,81,Low
Resting,0.127,Medium,35.7,Under_40,Experienced,Morning,40.1,20,39,Low
Prayer,0.08,Low,43.5,Above_60,First-Time,Afternoon,13.0,38,38,Medium
Resting,0.03,High,40.3,40_to_60,First-Time,Afternoon,53.0,33,85,Medium
Resting,0.191,Medium,39.9,Above_60,Experienced,Morning,56.9,45,84,Low
Sai,1.292,Low,42.1,Under_40,Experienced,Noon,82.1,17,36,Low
Tawaf,0.75,High,35.3,40_to_60,First-Time,Night,56.2,13,87,Low
Tawaf,0.412,High,39.2,Under_40,First-Time,Maghrib,74.2,40,42,Low
Tawaf,0.602,Medium,41.3,Above_60,Experienced,Morning,57.8,30,59,Low
Tawaf,0.517,Medium,47.9,40_to_60,First-Time,Night,34.0,29,93,Medium
Walking,0.768,Low,42.7,Above_60,First-Time,Afternoon,21.3,7,49,Medium
Tawaf,0.353,High,43.6,40_to_60,First-Time,Afternoon,83.7,8,6,High
Prayer,0.013,High,42.2,Above_60,First-Time,Morning,20.4,49,69,Medium
Resting,0.251,Low,52.0,Under_40,First-Time,Maghrib,88.7,27,59,Medium
Tawaf,0.675,High,45.6,Under_40,Experienced,Night,76.7,12,44,Medium
Walking,0.768,Medium,33.9,Above_60,First-Time,Fajr,16.7,42,46,Low
Prayer,0.083,High,42.9,40_to_60,Experienced,Afternoon,15.0,16,8,Medium
Tawaf,0.34,High,46.4,Above_60,First-Time,Night,81.6,49,72,High
Walking,0.937,Medium,36.2,Under_40,First-Time,Night,25.7,16,83,Low
Walking,1.108,Medium,42.4,40_to_60,Experienced,Fajr,26.5,25,92,Low
Resting,0.252,Medium,39.8,Above_60,Experienced,Maghrib,101.7,41,48,Low
Walking,0.761,Medium,38.6,Above_60,Experienced,Morning,8.3,23,39,Low
Walking,1.022,Low,47.3,Under_40,First-Time,Afternoon,15.4,16,90,Medium
Prayer,0.043,High,39.3,40_to_60,First-Time,Maghrib,13.8,16,9,Medium
Sai,1.388,Medium,39.4,Above_60,Experienced,Afternoon,52.0,37,16,Low
Walking,0.872,High,38.4,Under_40,First-Time,Morning,24.5,34,34,Low
Walking,1.035,Low,37.6,Under_40,Experienced,Afternoon,17.0,15,5,Low
Resting,0.024,Medium,39.8,40_to_60,Experienced,Morning,24.5,23,89,Low
Prayer,0.059,High,39.6,Under_40,First-Time,Noon,18.1,46,94,Medium
Prayer,0.055,Medium,37.2,40_to_60,Experienced,Afternoon,29.9,32,65,Low
Walking,0.927,High,41.9,40_to_60,First-Time,Night,10.3,30,31,Low
Prayer,0.07,High,32.0,Above_60,Experienced,Maghrib,17.9,27,73,Medium
Resting,0.275,Medium,42.4,Above_60,Experienced,Noon,77.4,48,6,Low
Resting,0.236,Medium,45.9,40_to_60,First-Time,Night,36.0,45,7,Low
Prayer,0.022,Low,39.9,40_to_60,Experienced,Morning,29.4,42,19,Low
Walking,1.078,Medium,43.4,40_to_60,Experienced,Noon,20.9,41,6,Low
Walking,0.585,Low,41.0,Under_40,First-Time,Afternoon,10.7,7,9,Low
Tawaf,0.611,Medium,51.4,Above_60,Experienced,Noon,56.8,15,53,Medium
Resting,0.265,Medium,45.9,Under_40,First-Time,Maghrib,52.9,44,50,Low
Walking,0.571,Medium,38.5,Under_40,Experienced,Afternoon,8.1,47,57,Low
Resting,0.255,Low,47.2,40_to_60,First-Time,Afternoon,44.9,32,47,Medium
Prayer,0.08,High,51.6,40_to_60,First-Time,Noon,21.1,26,44,High
Resting,0.151,Low,41.1,40_to_60,First-Time,Fajr,24.3,19,48,Low
Prayer,0.031,High,43.9,40_to_60,First-Time,Night,11.0,38,25,Medium
Tawaf,0.503,High,46.1,40_to_60,Experienced,Fajr,62.5,36,100,Medium
Resting,0.291,High,37.5,Above_60,First-Time,Noon,60.6,7,86,Medium
Tawaf,0.401,High,34.7,40_to_60,Experienced,Noon,41.3,14,34,Low
Prayer,0.058,High,42.6,Under_40,First-Time,Morning,24.3,6,8,Medium
Resting,0.025,High,38.7,Under_40,First-Time,Morning,24.2,26,94,Medium
Resting,0.065,Low,41.1,40_to_60,Experienced,Morning,43.4,8,65,Low
Walking,1.034,High,46.1,40_to_60,Experienced,Night,7.5,50,44,Medium
Walking,0.712,Low,44.3,40_to_60,Experienced,Night,23.2,28,37,Low
Prayer,0.099,Low,44.2,Above_60,First-Time,Afternoon,22.7,34,41,Medium
Prayer,0.05,High,41.5,Under_40,Experienced,Afternoon,13.8,47,76,Medium
Prayer,0.052,High,39.4,40_to_60,First-Time,Fajr,21.1,5,12,Medium
Walking,0.525,High,39.2,Above_60,Experienced,Maghrib,22.4,23,36,Low
Walking,1.17,Medium,49.0,Above_60,Experienced,Morning,5.9,32,29,Medium
Walking,0.622,High,51.0,Under_40,Experienced,Morning,21.6,20,11,Low
Walking,0.877,Medium,46.3,40_to_60,Experienced,Noon,12.8,25,21,Medium
Tawaf,0.498,High,40.9,40_to_60,First-Time,Noon,38.1,45,43,Medium
Walking,0.791,Medium,37.5,40_to_60,Experienced,Fajr,25.5,36,70,Low
Tawaf,0.622,Medium,52.0,40_to_60,First-Time,Morning,66.4,5,32,Medium
Walking,0.963,High,43.8,Above_60,First-Time,Night,18.7,6,20,Medium
Prayer,0.015,High,43.7,Above_60,First-Time,Maghrib,26.7,35,100,High
Resting,0.15,Medium,39.6,Under_40,First-Time,Afternoon,42.8,22,40,Low
Prayer,0.079,High,44.8,40_to_60,Experienced,Noon,10.3,50,89,Medium
Tawaf,0.522,Medium,41.2,Under_40,First-Time,Noon,86.9,47,49,Low
Tawaf,0.383,High,37.8,Above_60,Experienced,Afternoon,45.8,21,33,Medium
Walking,0.719,Low,40.6,Under_40,Experienced,Maghrib,20.8,12,75,Low
Walking,0.649,High,43.6,Above_60,First-Time,Night,29.4,14,33,Low
Tawaf,0.363,High,48.1,40_to_60,First-Time,Morning,44.0,37,93,High
Tawaf,0.489,Low,35.7,40_to_60,First-Time,Morning,89.6,47,23,Low
Walking,0.879,High,37.0,40_to_60,First-Time,Afternoon,18.5,20,62,Low
Tawaf,0.336,High,40.3,40_to_60,First-Time,Night,87.5,28,92,Medium
Resting,0.181,Medium,38.3,40_to_60,First-Time,Noon,24.0,9,72,Low
Walking,1.195,Low,42.0,40_to_60,Experienced,Afternoon,18.3,29,19,Low
Tawaf,0.782,Low,40.0,40_to_60,First-Time,Morning,86.7,16,89,Low
Tawaf,0.715,High,42.5,Above_60,First-Time,Maghrib,39.3,8,26,Medium
Resting,0.08,Medium,42.7,40_to_60,Experienced,Afternoon,43.9,40,57,Low
Prayer,0.002,High,36.6,40_to_60,Experienced,Noon,14.2,5,27,Medium
Prayer,0.083,Low,41.2,Above_60,Experienced,Afternoon,29.3,39,86,Low
Walking,0.539,Low,38.8,Above_60,First-Time,Afternoon,11.6,40,68,Medium
Resting,0.062,Low,46.6,Under_40,Experienced,Morning,27.7,49,57,Low
Resting,0.163,Medium,39.3,40_to_60,First-Time,Noon,98.7,23,45,Low
Walking,0.625,High,40.0,Under_40,First-Time,Morning,17.8,28,75,Low
Prayer,0.083,Medium,38.4,40_to_60,First-Time,Night,21.8,10,49,Low
Tawaf,0.689,High,41.9,Above_60,First-Time,Fajr,66.4,15,90,Medium
Walking,1.029,High,41.4,Above_60,Experienced,Fajr,20.3,6,50,Low
Walking,1.071,High,47.9,Above_60,Experienced,Noon,16.4,18,14,Medium
Prayer,0.022,Low,41.9,40_to_60,First-Time,Afternoon,29.5,44,34,Low
Resting,0.219,High,47.4,Under_40,First-Time,Noon,33.3,46,74,High
Tawaf,0.478,High,48.2,Under_40,First-Time,Night,87.5,18,39,High
Walking,0.967,Low,40.6,40_to_60,Experienced,Morning,12.3,48,97,Low
Tawaf,0.361,Low,41.3,Under_40,First-Time,Noon,41.4,50,53,Low
Prayer,0.071,Medium,39.7,Under_40,First-Time,Afternoon,22.5,38,30,Low
Tawaf,0.786,Medium,37.1,40_to_60,First-Time,Morning,83.5,5,79,Low
Tawaf,0.322,Low,51.4,Under_40,First-Time,Morning,51.8,27,72,Medium
Tawaf,0.347,Low,39.7,40_to_60,Experienced,Night,34.5,5,13,Low
Walking,0.587,High,38.4,Above_60,Experienced,Afternoon,18.4,48,77,Low
Walking,0.801,High,37.8,Under_40,First-Time,Night,29.6,49,94,Low
Walking,0.704,High,39.5,Above_60,First-Time,Morning,14.7,32,7,Low
Resting,0.242,Low,40.8,Above_60,First-Time,Afternoon,17.1,38,96,Low
Prayer,0.047,Low,47.0,40_to_60,Experienced,Maghrib,20.0,36,39,Low
Prayer,0.048,High,49.3,Above_60,First-Time,Noon,17.7,27,87,High
Resting,0.215,Low,33.7,40_to_60,First-Time,Afternoon,22.0,39,94,Low
Sai,1.053,Medium,48.4,Above_60,First-Time,Night,84.4,32,90,High
Resting,0.106,Medium,48.7,Above_60,First-Time,Morning,80.0,9,46,Medium
Tawaf,0.678,High,39.5,Above_60,Experienced,Noon,39.3,20,91,Medium
Resting,0.234,Medium,38.4,Under_40,First-Time,Maghrib,112.2,24,87,Low
Tawaf,0.307,Low,44.1,Above_60,First-Time,Morning,64.6,24,31,Medium
Resting,0.043,Medium,39.4,Above_60,Experienced,Afternoon,87.4,21,75,Low
Walking,0.649,Medium,48.0,Above_60,Experienced,Noon,19.6,9,36,Medium
Resting,0.105,Medium,44.0,Under_40,First-Time,Afternoon,117.7,24,13,Low
Tawaf,0.446,Low,39.0,Under_40,First-Time,Afternoon,83.4,9,71,Low
Walking,0.968,Medium,43.2,40_to_60,Experienced,Afternoon,5.4,7,13,Low
Resting,0.248,Low,42.3,40_to_60,First-Time,Night,16.5,36,31,Low
Walking,0.634,Low,34.3,Under_40,Experienced,Morning,17.2,29,36,Low
Walking,0.894,High,38.1,Above_60,First-Time,Maghrib,12.9,38,81,Low
Walking,0.757,High,39.4,40_to_60,First-Time,Afternoon,18.5,5,69,Low
Prayer,0.051,Low,43.5,40_to_60,First-Time,Afternoon,16.8,6,26,Low
Walking,0.935,Low,44.3,40_to_60,First-Time,Morning,27.0,14,54,Medium
Walking,1.126,Medium,46.8,40_to_60,First-Time,Fajr,9.2,22,6,Medium
Resting,0.058,Low,39.2,40_to_60,Experienced,Maghrib,21.0,17,30,Low
Tawaf,0.344,Medium,36.1,40_to_60,First-Time,Morning,50.6,26,17,Low
Prayer,0.063,Low,38.6,40_to_60,Experienced,Noon,12.8,11,12,Low
Resting,0.118,Low,39.2,40_to_60,Experienced,Fajr,77.1,35,67,Low
Resting,0.049,High,38.8,40_to_60,First-Time,Afternoon,64.6,36,56,Medium
Prayer,0.012,High,41.9,40_to_60,Experienced,Afternoon,24.2,6,25,Medium
Walking,0.891,Low,44.8,40_to_60,Experienced,Night,6.8,47,99,Low
Prayer,0.03,High,40.4,40_to_60,First-Time,Night,25.1,41,83,Medium
Sai,1.498,Low,44.0,40_to_60,First-Time,Maghrib,57.4,8,61,Low
Prayer,0.041,Low,45.9,40_to_60,Experienced,Noon,23.4,35,77,Low
Prayer,0.021,High,42.0,40_to_60,Experienced,Noon,15.8,12,29,Medium
Walking,0.94,Medium,37.5,40_to_60,Experienced,Noon,25.8,17,28,Low
Tawaf,0.422,High,40.9,40_to_60,Experienced,Morning,80.0,6,56,Low
Resting,0.148,High,46.1,40_to_60,Experienced,Night,47.2,8,80,Medium
Resting,0.145,High,44.5,40_to_60,First-Time,Maghrib,110.5,48,50,High
Walking,0.817,High,37.7,40_to_60,Experienced,Morning,13.0,34,84,Low
Walking,1.057,Low,46.7,Under_40,Experienced,Night,27.4,48,42,Low
Prayer,0.022,High,40.7,Under_40,Experienced,Maghrib,13.9,34,79,Low
Walking,1.133,Medium,37.7,Under_40,First-Time,Night,12.2,49,67,Low
Walking,1.054,Medium,41.9,Above_60,Experienced,Morning,27.1,21,41,Low
Sai,1.033,High,35.9,40_to_60,Experienced,Noon,48.6,20,74,Low
Resting,0.054,Medium,44.6,40_to_60,Experienced,Noon,88.7,36,51,Low
Resting,0.084,High,46.6,Above_60,First-Time,Morning,86.6,7,96,High
Resting,0.1,Low,38.0,Under_40,Experienced,Noon,117.1,32,33,Low
Walking,0.89,High,41.3,40_to_60,First-Time,Fajr,29.3,5,19,Low
Walking,0.532,Medium,45.5,40_to_60,Experienced,Night,17.0,29,11,Low
Prayer,0.091,High,36.7,Above_60,First-Time,Morning,23.2,35,26,Medium
Resting,0.03,Low,37.1,Above_60,First-Time,Afternoon,31.4,31,36,Low
Resting,0.084,Medium,41.1,40_to_60,First-Time,Night,38.7,47,46,Low
Tawaf,0.355,High,40.9,40_to_60,First-Time,Maghrib,63.5,17,87,Medium
Tawaf,0.428,Medium,42.2,Above_60,Experienced,Maghrib,44.3,31,67,Low
Prayer,0.084,Medium,41.6,Above_60,First-Time,Afternoon,14.3,27,5,Low
Walking,0.931,High,36.7,Above_60,First-Time,Noon,5.6,8,8,Low
Resting,0.068,Medium,35.5,Under_40,Experienced,Noon,22.7,12,75,Low
Sai,1.41,Medium,36.7,40_to_60,Experienced,Fajr,77.0,23,11,Low
Walking,1.06,Low,44.0,Above_60,Experienced,Fajr,5.4,22,68,Low
Prayer,0.075,High,45.8,Under_40,First-Time,Maghrib,27.9,49,71,Medium
Resting,0.254,Medium,41.6,Above_60,Experienced,Noon,23.3,39,16,Low
Resting,0.186,Medium,44.8,Under_40,First-Time,Fajr,31.4,39,8,Low
Resting,0.15,Low,39.6,40_to_60,Experienced,Afternoon,50.7,39,15,Low
Prayer,0.037,Medium,40.5,Above_60,Experienced,Afternoon,24.5,15,86,Low
Prayer,0.022,Low,45.7,40_to_60,Experienced,Morning,24.0,41,70,Low
Prayer,0.056,High,43.9,40_to_60,First-Time,Noon,14.9,16,62,High
Tawaf,0.745,High,42.7,40_to_60,Experienced,Afternoon,49.6,20,89,Medium
Resting,0.178,Low,41.4,40_to_60,Experienced,Afternoon,101.2,16,86,Low
Walking,1.144,Low,37.4,40_to_60,First-Time,Afternoon,17.4,12,80,Low
Resting,0.107,Medium,42.3,40_to_60,First-Time,Noon,63.1,5,21,Low
Resting,0.209,Low,43.2,Above_60,Experienced,Fajr,81.5,10,23,Low
Walking,0.954,Medium,50.8,Under_40,First-Time,Fajr,16.4,11,20,Medium
Walking,0.969,Low,41.7,40_to_60,First-Time,Noon,15.9,47,23,Low
Resting,0.194,Medium,40.5,Under_40,Experienced,Morning,98.9,5,70,Low
Resting,0.066,Medium,43.1,40_to_60,Experienced,Night,112.8,43,54,Low
Sai,0.901,Medium,47.8,Above_60,First-Time,Afternoon,69.7,18,27,High
Prayer,0.098,Low,43.4,Under_40,First-Time,Afternoon,15.8,38,39,Low
Tawaf,0.323,High,41.3,40_to_60,First-Time,Noon,87.0,32,14,High
Resting,0.14,Low,38.9,Above_60,Experienced,Noon,88.7,48,39,Low
Walking,0.798,Medium,38.7,40_to_60,Experienced,Morning,21.4,5,90,Low
Sai,1.052,High,45.1,40_to_60,Experienced,Fajr,72.3,30,54,Low
Walking,1.047,Low,40.8,Under_40,First-Time,Afternoon,23.5,40,55,Low
Walking,1.022,Low,50.0,40_to_60,Experienced,Maghrib,24.4,38,63,Medium
Prayer,0.091,Low,42.3,40_to_60,First-Time,Night,25.8,29,44,Low
Tawaf,0.498,Medium,44.0,Above_60,Experienced,Maghrib,88.5,28,80,Medium
Walking,0.895,Medium,39.8,40_to_60,First-Time,Night,15.3,40,44,Low
Walking,1.125,Medium,38.7,Above_60,First-Time,Night,11.1,48,33,Low
Walking,1.196,High,45.1,40_to_60,First-Time,Night,14.9,11,17,Medium
Walking,1.179,Medium,46.8,Above_60,Experienced,Afternoon,24.2,44,64,Medium
Resting,0.215,Low,38.0,Above_60,Experienced,Morning,71.8,29,20,Low
Walking,0.6,Low,39.1,Under_40,First-Time,Morning,26.6,35,30,Low
Walking,0.516,Medium,39.4,40_to_60,First-Time,Night,10.9,41,50,Low
Resting,0.248,Medium,44.7,Under_40,First-Time,Noon,92.4,17,83,Medium
Prayer,0.084,High,43.4,40_to_60,First-Time,Fajr,15.0,24,74,Medium
Tawaf,0.673,Medium,41.6,40_to_60,Experienced,Noon,77.9,33,28,Low
Tawaf,0.44,Medium,38.9,40_to_60,First-Time,Maghrib,56.3,35,26,Low
Walking,0.948,High,48.4,40_to_60,Experienced,Night,29.7,28,54,Low
Walking,0.721,Medium,45.9,40_to_60,Experienced,Noon,21.7,7,36,Low
Walking,0.815,High,34.0,Under_40,First-Time,Morning,23.5,49,59,Low
Sai,1.068,Low,45.4,Under_40,Experienced,Maghrib,46.9,38,26,Low
Tawaf,0.757,High,40.8,Under_40,Experienced,Afternoon,72.2,10,61,Low
Tawaf,0.417,High,39.6,40_to_60,Experienced,Fajr,55.1,39,21,Low
Prayer,0.058,Medium,45.1,40_to_60,First-Time,Night,16.5,17,5,Medium
Walking,0.753,High,43.4,Under_40,First-Time,Afternoon,24.9,44,25,Low
Prayer,0.066,High,42.4,Above_60,Experienced,Fajr,14.6,15,18,Medium
Prayer,0.056,Low,38.4,40_to_60,First-Time,Fajr,13.6,17,87,Low
Resting,0.277,Medium,46.1,40_to_60,Experienced,Fajr,52.3,46,71,Medium
Prayer,0.01,High,37.1,Above_60,First-Time,Maghrib,22.6,49,96,Medium
Walking,0.654,High,45.1,Above_60,First-Time,Afternoon,11.4,48,87,Medium
Walking,1.036,High,42.4,40_to_60,Experienced,Noon,19.0,32,24,Low
Prayer,0.037,Low,41.9,40_to_60,First-Time,Morning,17.7,8,55,Low
Walking,0.616,Low,39.8,Above_60,First-Time,Afternoon,14.9,26,68,Low
Resting,0.151,Medium,42.7,Under_40,First-Time,Fajr,36.3,41,13,Low
Resting,0.196,Medium,36.5,Under_40,First-Time,Afternoon,48.8,22,35,Low
Tawaf,0.322,High,46.9,40_to_60,First-Time,Noon,46.4,6,50,High
Resting,0.087,Medium,40.4,40_to_60,First-Time,Night,40.6,37,50,Low
Walking,1.067,Medium,39.2,Under_40,Experienced,Maghrib,7.0,47,76,Low
Sai,1.164,Low,41.2,40_to_60,First-Time,Fajr,64.5,9,36,Low
Prayer,0.004,High,40.5,40_to_60,Experienced,Morning,14.9,16,29,Low
Resting,0.085,High,47.0,Above_60,Experienced,Noon,115.9,20,26,High
Walking,0.947,High,35.1,40_to_60,Experienced,Afternoon,20.0,34,90,Low
Prayer,0.02,High,41.7,Above_60,Experienced,Maghrib,19.2,22,45,Medium
Walking,1.079,Low,48.3,40_to_60,First-Time,Maghrib,13.4,31,10,Medium
Sai,1.274,Low,42.3,40_to_60,First-Time,Fajr,65.7,31,64,Low
Tawaf,0.536,Low,42.8,40_to_60,First-Time,Fajr,50.5,15,17,Low
Tawaf,0.758,High,41.9,Under_40,Experienced,Afternoon,81.4,17,13,Low
Tawaf,0.496,High,39.4,40_to_60,Experienced,Maghrib,45.4,6,89,Low
Sai,0.965,Medium,44.2,40_to_60,Experienced,Maghrib,57.6,29,20,Low
Tawaf,0.631,High,41.2,Under_40,Experienced,Morning,72.6,37,65,Low
Walking,0.901,Medium,42.6,40_to_60,First-Time,Night,27.5,39,85,Low
Sai,1.035,Medium,44.2,Above_60,Experienced,Morning,75.6,28,56,Medium
Prayer,0.034,Medium,43.8,Under_40,First-Time,Morning,11.7,49,73,Low
Resting,0.119,Low,42.4,40_to_60,Experienced,Morning,109.4,5,10,Low
Walking,0.704,Low,45.6,Above_60,First-Time,Fajr,24.2,29,24,Medium
Walking,0.997,Medium,46.0,Under_40,First-Time,Maghrib,11.0,17,24,Low
Sai,1.256,Medium,45.1,Above_60,First-Time,Fajr,47.8,38,61,Medium
Sai,1.109,Medium,46.2,Above_60,Experienced,Noon,77.3,19,53,High
Tawaf,0.499,Medium,47.4,40_to_60,Experienced,Fajr,44.1,10,19,Low
Sai,1.056,Low,37.2,Above_60,First-Time,Fajr,68.6,22,91,Low
Prayer,0.028,High,52.0,Above_60,First-Time,Night,11.8,46,61,High
Sai,0.86,Medium,42.6,Under_40,First-Time,Maghrib,70.6,32,12,Low
Tawaf,0.434,Medium,41.0,Above_60,First-Time,Noon,31.3,26,93,Low
Tawaf,0.461,High,42.7,40_to_60,First-Time,Noon,62.0,47,10,Medium
Prayer,0.055,Medium,36.1,Above_60,Experienced,Night,26.7,12,53,Low
Sai,1.342,Medium,42.9,40_to_60,Experienced,Maghrib,71.1,28,83,Low
Prayer,0.04,High,38.8,40_to_60,Experienced,Afternoon,27.7,16,95,Low
Walking,1.161,High,42.3,40_to_60,First-Time,Afternoon,18.7,28,44,Low
Walking,1.079,High,42.6,40_to_60,Experienced,Afternoon,22.2,5,35,Low
Tawaf,0.792,High,39.6,Above_60,First-Time,Noon,52.0,44,75,Medium
Walking,1.113,Low,34.8,Above_60,First-Time,Afternoon,12.4,32,22,Medium
Walking,0.932,Low,43.1,40_to_60,First-Time,Afternoon,13.4,12,56,Low
Tawaf,0.599,Low,42.0,Above_60,Experienced,Night,36.2,7,98,Low
Resting,0.039,High,42.8,Above_60,Experienced,Morning,41.7,21,95,Medium
Resting,0.217,Medium,40.3,Above_60,Experienced,Morning,55.6,13,78,Low
Tawaf,0.6,High,39.4,40_to_60,First-Time,Morning,50.5,50,92,Low
Prayer,0.051,High,41.1,40_to_60,Experienced,Afternoon,19.9,15,39,Medium
Walking,0.985,Low,42.6,40_to_60,Experienced,Afternoon,17.2,45,34,Low
Walking,0.811,Medium,44.7,40_to_60,First-Time,Morning,23.4,38,54,Low
Sai,1.167,Medium,38.8,Above_60,First-Time,Afternoon,62.8,24,7,Low
Sai,1.079,High,45.2,Under_40,Experienced,Afternoon,75.5,23,77,Medium
Prayer,0.072,High,44.6,40_to_60,Experienced,Noon,27.8,38,84,High
Walking,1.114,Low,44.1,Under_40,Experienced,Morning,16.4,13,69,Low
Walking,1.089,Medium,49.3,Above_60,First-Time,Night,18.8,23,7,Medium
Prayer,0.079,Low,35.0,Under_40,First-Time,Afternoon,23.5,42,9,Low
Prayer,0.001,High,49.8,40_to_60,Experienced,Maghrib,19.9,29,93,High
Walking,1.138,High,39.4,40_to_60,Experienced,Night,9.1,32,57,Low
Tawaf,0.437,High,43.0,Under_40,First-Time,Morning,47.6,37,41,Medium
Sai,1.422,Medium,42.2,40_to_60,Experienced,Noon,46.3,47,16,Low
Walking,0.638,Medium,36.6,Above_60,First-Time,Noon,22.1,42,6,Low
Resting,0.132,Low,44.1,Under_40,First-Time,Morning,44.4,49,82,Medium
Walking,1.025,Low,45.5,Above_60,First-Time,Maghrib,25.6,18,33,Medium
Walking,0.948,Medium,43.7,Under_40,First-Time,Fajr,21.4,30,61,Low
Tawaf,0.508,High,36.1,40_to_60,First-Time,Morning,74.2,29,32,Medium
Prayer,0.068,High,37.0,Above_60,Experienced,Morning,27.6,35,88,Medium
Walking,0.884,Medium,39.2,40_to_60,Experienced,Night,15.6,35,47,Low
Sai,0.993,High,47.1,40_to_60,Experienced,Afternoon,53.5,31,76,Medium
Sai,1.252,Medium,42.4,Under_40,First-Time,Maghrib,87.1,30,11,Low
Prayer,0.02,High,34.0,40_to_60,Experienced,Morning,29.9,18,79,Low
Tawaf,0.647,High,50.3,Under_40,Experienced,Morning,43.1,6,85,Medium
Prayer,0.0,High,48.0,Above_60,First-Time,Maghrib,24.8,10,9,High
Sai,1.184,High,37.7,40_to_60,First-Time,Afternoon,48.3,30,69,Low
Prayer,0.04,High,40.4,40_to_60,Experienced,Fajr,10.5,38,81,Low
Tawaf,0.452,Medium,40.9,Above_60,First-Time,Afternoon,70.5,24,45,Low
Resting,0.155,Medium,44.1,Above_60,First-Time,Noon,41.8,45,63,Medium
Walking,0.952,Low,42.8,40_to_60,Experienced,Morning,26.7,44,90,Low
Walking,1.176,Low,39.3,Above_60,Experienced,Afternoon,17.8,40,84,Low
Walking,1.083,Medium,47.2,Under_40,First-Time,Morning,24.6,7,99,Medium
Walking,1.002,High,49.0,40_to_60,First-Time,Maghrib,7.6,39,65,Medium
Tawaf,0.539,High,41.8,40_to_60,First-Time,Afternoon,82.5,40,71,Medium
Walking,0.775,Low,39.7,40_to_60,First-Time,Night,9.7,31,58,Low
Walking,0.523,Low,48.4,Under_40,First-Time,Noon,19.2,12,58,Medium
Walking,0.751,Medium,33.2,Above_60,First-Time,Afternoon,20.2,33,63,Medium
Prayer,0.085,Low,38.4,40_to_60,First-Time,Maghrib,11.3,36,53,Low
Tawaf,0.492,Low,45.9,Under_40,Experienced,Afternoon,88.7,24,77,Medium
Prayer,0.046,High,47.6,40_to_60,First-Time,Afternoon,16.0,14,56,High
Prayer,0.027,High,40.7,40_to_60,First-Time,Afternoon,24.3,22,98,Medium
Walking,0.692,Medium,51.1,40_to_60,Experienced,Afternoon,20.8,37,38,Medium
